order_id,order_creation_ts,promised_by_ts,metro,retailer,store_id,store_lat,store_lon,customer_id,customer_lat,customer_lon,order_type,delivery_type,on_time_flag,basket_size,total_cost,revenue,markup,shopper_id,shopper_rating,preferred_shopper,base_pay,promo_pay,incentive_pay,total_shopper_pay
O2980,2026-08-10 13:15:49.919260,2026-08-10 17:15:49.919260,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C2118,33.484529782852654,-86.77029171655238,shop_and_deliver,same_day,1,17,71.39,9.57,3.82,SH4,4.61,0,9.61,0,0,9.61
O2981,2026-08-10 17:39:06.018347,2026-08-10 19:39:06.018347,Birmingham,CVS,S14,33.5993993967056,-86.72658623404658,C1179,33.50392186568661,-86.69520529440341,delivery_only,on_demand,1,17,189.54,21.46,7.85,SH4,4.61,0,8.07,0,0,8.07
O2982,2026-08-10 13:33:46.008384,2026-08-10 15:33:46.008384,Birmingham,Meijer,S6,33.46682103992209,-86.86767150590272,C561,33.479540828333256,-86.85109328679744,delivery_only,on_demand,1,7,84.95,10.9,4.79,SH4,4.61,0,7.24,1,0,8.24
O2983,2026-08-10 15:39:50.060196,2026-08-10 17:39:50.060196,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C1264,30.260775203465244,-97.81683300225073,shop_and_deliver,on_demand,1,3,19.93,2.75,0.71,SH90,4.27,0,6.15,0,0,6.15
O2984,2026-08-10 17:39:57.467037,2026-08-10 19:39:57.467037,Los Angeles,Petco,S62,34.04903582808327,-118.09800486376682,C2523,34.04805994519257,-118.20339773954792,shop_and_deliver,on_demand,1,8,63.1,5.87,4.04,SH63,4.5,0,6.77,0,0,6.77
O2985,2026-08-10 12:07:07.441054,2026-08-10 16:07:07.441054,Austin,Publix,S104,30.28121223401787,-97.82366470124585,C97,30.21654297000215,-97.74637443232275,shop_and_deliver,same_day,1,8,57.38,6.21,1.86,SH80,4.52,1,6.56,0,0,6.56
O2986,2026-08-10 08:32:10.134123,2026-08-11 08:32:10.134123,Austin,Publix,S104,30.28121223401787,-97.82366470124585,C1187,30.309338308169806,-97.75120121404017,delivery_only,next_day,1,7,94.32,9.06,3.97,SH77,4.52,1,5.88,0,2,7.88
O2987,2026-08-10 17:05:36.031375,2026-08-10 21:05:36.031375,San Francisco,Publix,S52,37.71573425566375,-122.41811032369068,C2428,37.67872391679141,-122.41360523427228,delivery_only,same_day,1,12,131.56,17.15,8.38,SH49,4.61,1,7.09,0,0,7.09
O2988,2026-08-10 16:55:01.070646,2026-08-11 16:55:01.070646,San Francisco,Lowe's,S41,37.822391631480826,-122.42235557321814,C1656,37.87954988382272,-122.42966067228922,shop_and_deliver,next_day,1,11,157.16,14.95,9.02,SH36,4.32,0,7.25,0,0,7.25
O2989,2026-08-10 13:25:33.202750,2026-08-10 17:25:33.202750,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C1063,33.545906928418155,-86.82017657649067,shop_and_deliver,same_day,1,9,107.68,13.97,6.4,SH21,4.98,0,8.05,0,0,8.05
O2990,2026-08-10 10:05:50.778983,2026-08-10 12:05:50.778983,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C2557,30.378714744426727,-97.75371905932901,shop_and_deliver,on_demand,0,38,425.39,60.4,15.38,SH92,4.96,0,15.43,3,0,18.43
O2991,2026-08-10 15:10:10.840266,2026-08-10 19:10:10.840266,Los Angeles,Publix,S90,34.01251474091783,-118.31413928969549,C2118,34.05326150973313,-118.36514297876143,delivery_only,same_day,1,4,50.19,4.7,3.34,SH73,4.63,1,6.08,2,0,8.08
O2992,2026-08-10 09:05:06.385011,2026-08-10 11:05:06.385011,Birmingham,Kroger,S12,33.535234622395166,-86.8920389257104,C2399,33.533148726617775,-86.91120950857733,shop_and_deliver,on_demand,1,16,128.21,14.18,6.7,SH10,4.63,0,9.87,0,0,9.87
O2993,2026-08-10 17:57:18.587475,2026-08-10 19:57:18.587475,Birmingham,Lowe's,S1,33.57197773763484,-86.86738173782409,C2710,33.55740921287878,-86.82499219279654,delivery_only,on_demand,1,15,87.11,9.6,3.53,SH6,4.84,0,7.58,0,0,7.58
O2994,2026-08-10 08:20:23.160210,2026-08-10 12:20:23.160210,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C1811,34.07858813926861,-118.50377332401351,shop_and_deliver,same_day,1,6,49.52,5.52,3.38,SH75,4.91,0,7.13,0,0,7.13
O2995,2026-08-10 08:24:49.801450,2026-08-10 12:24:49.801450,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C1186,33.542021600683924,-86.80519054100954,shop_and_deliver,same_day,1,8,112.47,13.67,6.36,SH7,5.0,0,8.31,1,0,9.31
O2996,2026-08-10 12:28:55.680921,2026-08-11 12:28:55.680921,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C2961,33.47458015614601,-86.83619884166136,delivery_only,next_day,0,23,103.95,9.31,5.15,SH11,4.56,0,10.7,0,0,10.7
O2997,2026-08-10 12:59:54.196140,2026-08-10 14:59:54.196140,San Francisco,Lowe's,S30,37.81275537141458,-122.39457711873828,C2945,37.849447252790334,-122.39860044447687,delivery_only,on_demand,1,6,53.06,5.99,3.44,SH40,4.14,0,6.16,3,0,9.16
O2998,2026-08-10 16:07:38.145274,2026-08-10 18:07:38.145274,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C2084,34.04553414442023,-118.33315084951484,delivery_only,on_demand,1,6,55.08,5.51,2.3,SH62,5.0,0,5.53,2,2,9.530000000000001
O2999,2026-08-10 10:15:53.297636,2026-08-10 12:15:53.297636,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C1074,37.80400414749368,-122.45279126420427,delivery_only,on_demand,1,7,36.12,3.61,2.32,SH27,4.42,0,7.75,0,0,7.75
O3000,2026-08-10 10:58:03.204002,2026-08-10 14:58:03.204002,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C1589,33.98444656865504,-118.44186914117165,delivery_only,same_day,1,12,170.17,17.55,9.97,SH58,4.41,0,7.12,0,0,7.12
O3001,2026-08-10 10:05:03.539482,2026-08-10 14:05:03.539482,Birmingham,Petco,S7,33.539746671732985,-86.79030243111211,C427,33.55488114885691,-86.7736735870909,shop_and_deliver,same_day,1,12,102.47,11.43,6.54,SH7,5.0,0,7.74,0,0,7.74
O3002,2026-08-10 08:38:09.234580,2026-08-10 10:38:09.234580,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C981,33.52523235726688,-86.92164425444678,delivery_only,on_demand,1,14,150.25,18.37,10.13,SH16,4.72,0,7.11,0,0,7.11
O3003,2026-08-10 13:31:05.513130,2026-08-10 17:31:05.513130,Austin,Target,S103,30.246138293361895,-97.67425737185474,C718,30.30454641166012,-97.6369639086704,shop_and_deliver,same_day,1,20,109.11,9.81,5.46,SH84,4.44,0,10.86,0,0,10.86
O3004,2026-08-10 08:42:10.399683,2026-08-10 12:42:10.399683,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C1724,33.518645827825445,-86.8828269665623,shop_and_deliver,same_day,1,8,96.33,7.99,6.63,SH2,4.53,1,6.23,0,0,6.23
O3005,2026-08-10 09:32:28.790759,2026-08-10 11:32:28.790759,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C2452,33.98642329870754,-118.2232612129725,delivery_only,on_demand,1,18,194.31,17.85,9.06,SH71,5.0,1,10.49,0,0,10.49
O3006,2026-08-10 13:56:31.927532,2026-08-10 15:56:31.927532,Austin,Walgreens,S112,30.30759337545154,-97.68394146611278,C1739,30.265218202053365,-97.75816426690228,delivery_only,on_demand,1,11,114.21,13.18,6.96,SH80,4.52,1,8.96,0,0,8.96
O3007,2026-08-10 11:56:53.041755,2026-08-10 13:56:53.041755,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C2259,30.267053101507592,-97.89345452710073,shop_and_deliver,on_demand,0,28,188.68,28.3,11.5,SH79,5.0,1,11.68,3,0,14.68
O3008,2026-08-10 12:24:26.407510,2026-08-10 14:24:26.407510,Los Angeles,Walgreens,S64,33.97349126319772,-118.17523509541644,C67,33.9521029392266,-118.1589303072776,delivery_only,on_demand,1,18,160.5,16.0,6.84,SH59,4.77,0,9.5,5,0,14.5
O3009,2026-08-10 10:51:09.376233,2026-08-10 12:51:09.376233,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C99,37.739626075741455,-122.40426288126739,shop_and_deliver,on_demand,1,7,53.84,5.33,1.67,SH40,4.14,0,6.13,0,0,6.13
O3010,2026-08-10 14:39:45.308757,2026-08-10 16:39:45.308757,San Francisco,Meijer,S36,37.82136552910916,-122.42273420898056,C276,37.82577860873223,-122.42557586087192,shop_and_deliver,on_demand,1,12,91.62,9.28,4.11,SH38,4.42,0,7.2,1,0,8.2
O3011,2026-08-10 12:37:47.055061,2026-08-10 16:37:47.055061,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C2962,33.46695799095603,-86.82730801587687,shop_and_deliver,same_day,1,20,202.9,17.67,10.0,SH1,5.0,0,9.67,0,0,9.67
O3012,2026-08-10 15:52:53.822662,2026-08-10 17:52:53.822662,San Francisco,Kroger,S24,37.720327274669266,-122.4403603603084,C2144,37.71094701507848,-122.44667246477397,shop_and_deliver,on_demand,1,11,144.67,12.25,5.39,SH43,4.6,1,6.31,2,0,8.309999999999999
O3013,2026-08-10 13:01:02.157948,2026-08-10 17:01:02.157948,Austin,Target,S111,30.292778882989726,-97.80424520929759,C113,30.27466864210718,-97.80565238324766,shop_and_deliver,same_day,1,4,40.06,4.4,2.71,SH100,4.9,1,4.56,0,1,5.56
O3014,2026-08-10 11:59:04.277788,2026-08-11 11:59:04.277788,Los Angeles,Meijer,S91,34.079161254268165,-118.1000321425175,C1128,34.111277156008974,-117.98114063999456,delivery_only,next_day,1,14,122.32,16.97,3.78,SH52,5.0,1,7.77,0,1,8.77
O3015,2026-08-10 15:49:11.160418,2026-08-10 19:49:11.160418,Austin,Target,S119,30.332773800757515,-97.78879141683605,C202,30.346392177672126,-97.80372807091517,delivery_only,same_day,1,4,55.73,8.08,1.68,SH89,5.0,1,7.27,3,0,10.27
O3016,2026-08-10 08:08:43.401600,2026-08-10 12:08:43.401600,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C2929,33.90121854433732,-118.31410033613938,shop_and_deliver,same_day,1,20,298.97,36.76,18.95,SH62,5.0,0,9.22,0,0,9.22
O3017,2026-08-10 13:56:05.966997,2026-08-10 17:56:05.966997,Los Angeles,Petco,S62,34.04903582808327,-118.09800486376682,C159,33.97765511957174,-118.08740997555597,shop_and_deliver,same_day,1,15,61.37,7.2,2.63,SH59,4.77,0,7.31,0,0,7.31
O3018,2026-08-10 16:56:25.581413,2026-08-10 18:56:25.581413,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C1258,37.71866170461344,-122.45938877517402,shop_and_deliver,on_demand,1,4,28.38,3.49,1.6,SH32,4.68,0,6.94,0,0,6.94
O3019,2026-08-10 17:20:13.626829,2026-08-10 21:20:13.626829,San Francisco,Walgreens,S23,37.7540848922567,-122.41094672307135,C1607,37.74665235964055,-122.43174045368714,shop_and_deliver,same_day,1,23,173.24,22.96,6.54,SH42,4.63,1,10.46,3,1,14.46
O3020,2026-08-10 14:28:51.805925,2026-08-10 18:28:51.805925,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C1526,33.515917487987906,-86.82626654768939,shop_and_deliver,same_day,1,23,191.57,18.83,13.01,SH23,4.48,0,11.12,1,0,12.12
O3021,2026-08-10 13:33:34.524239,2026-08-10 15:33:34.524239,San Francisco,Petco,S37,37.831505451446695,-122.37753034108806,C1527,37.8481379689604,-122.35050238021093,shop_and_deliver,on_demand,0,1,10.07,1.01,0.47,SH40,4.14,0,5.98,2,0,7.98
O3022,2026-08-10 16:27:50.321220,2026-08-10 18:27:50.321220,Birmingham,Lowe's,S17,33.53839939840087,-86.75042491588749,C575,33.585769943066566,-86.64692364054247,shop_and_deliver,on_demand,1,11,162.44,22.68,6.94,SH12,4.97,0,8.34,0,0,8.34
O3023,2026-08-10 12:50:16.422669,2026-08-10 14:50:16.422669,Los Angeles,Publix,S58,33.99246349294503,-118.30824785168676,C2017,34.081179681997384,-118.39943447254952,delivery_only,on_demand,0,18,101.1,12.99,4.71,SH67,4.84,0,8.76,0,0,8.76
O3024,2026-08-10 14:28:53.171197,2026-08-10 16:28:53.171197,Austin,Target,S111,30.292778882989726,-97.80424520929759,C608,30.254121625473644,-97.77482197613004,shop_and_deliver,on_demand,1,14,65.72,5.71,3.32,SH90,4.27,0,9.79,0,2,11.79
O3025,2026-08-10 13:39:59.332051,2026-08-10 17:39:59.332051,Birmingham,Lowe's,S17,33.53839939840087,-86.75042491588749,C1319,33.523853629364616,-86.73458492084244,shop_and_deliver,same_day,1,20,263.4,28.94,13.92,SH4,4.61,0,10.97,2,0,12.97
O3026,2026-08-10 12:33:17.799880,2026-08-10 16:33:17.799880,Los Angeles,Kroger,S76,34.0610951735068,-118.32114431272987,C436,34.02470709711522,-118.26014732571946,shop_and_deliver,same_day,1,16,194.29,24.15,12.46,SH62,5.0,0,7.68,0,0,7.68
O3027,2026-08-10 09:34:26.980430,2026-08-10 11:34:26.980430,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C1151,37.705462383806704,-122.44249980189156,delivery_only,on_demand,1,9,123.02,14.96,5.64,SH39,4.86,0,7.14,5,0,12.14
O3028,2026-08-10 16:54:08.061430,2026-08-10 18:54:08.061430,Los Angeles,Target,S61,34.09250540341041,-118.18948836453357,C2865,34.20888033128713,-118.21070509387667,shop_and_deliver,on_demand,0,9,65.7,8.17,4.34,SH71,5.0,1,7.84,0,0,7.84
O3029,2026-08-10 15:19:19.657042,2026-08-10 19:19:19.657042,San Francisco,Walgreens,S25,37.80457841321649,-122.41463694411331,C2261,37.75314466844482,-122.38495602954978,delivery_only,same_day,1,9,124.35,18.3,4.13,SH49,4.61,1,6.1,2,0,8.1
O3030,2026-08-10 12:00:26.411581,2026-08-10 16:00:26.411581,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C2147,37.76893557332123,-122.43633535627858,shop_and_deliver,same_day,1,8,43.98,3.71,1.43,SH31,4.81,0,7.04,0,0,7.04
O3031,2026-08-10 15:35:57.469154,2026-08-10 19:35:57.469154,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C1328,33.646121878025724,-86.80162060168394,shop_and_deliver,same_day,1,3,29.95,4.23,1.29,SH4,4.61,0,6.53,0,0,6.53
O3032,2026-08-10 14:33:51.867549,2026-08-10 18:33:51.867549,San Francisco,Walgreens,S26,37.75771039920323,-122.44568785883752,C1981,37.75376958228551,-122.43647201188833,shop_and_deliver,same_day,1,11,147.83,18.65,4.48,SH46,3.86,0,9.14,0,0,9.14
O3033,2026-08-10 10:37:30.125849,2026-08-10 14:37:30.125849,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C1349,33.538842750303836,-86.80771050875408,shop_and_deliver,same_day,1,13,130.33,10.78,4.25,SH15,5.0,0,7.29,0,0,7.29
O3034,2026-08-10 09:13:39.307010,2026-08-10 11:13:39.307010,Birmingham,Lowe's,S1,33.57197773763484,-86.86738173782409,C1829,33.635155977244025,-86.82486276540855,shop_and_deliver,on_demand,1,16,157.75,17.16,7.34,SH8,4.58,0,7.64,0,1,8.64
O3035,2026-08-10 16:55:53.903361,2026-08-10 18:55:53.903361,Birmingham,Publix,S18,33.59227767237418,-86.853819603312,C1119,33.54526519279287,-86.78440419665219,shop_and_deliver,on_demand,1,6,72.83,9.19,2.98,SH4,4.61,0,7.18,0,0,7.18
O3036,2026-08-10 17:15:59.279377,2026-08-11 17:15:59.279377,Birmingham,Lowe's,S1,33.57197773763484,-86.86738173782409,C20,33.52151727077618,-86.88328415679766,shop_and_deliver,next_day,1,10,98.79,10.75,5.55,SH16,4.72,0,8.32,0,0,8.32
O3037,2026-08-10 17:41:30.908532,2026-08-10 19:41:30.908532,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C52,37.75546545159223,-122.48026860666849,shop_and_deliver,on_demand,0,13,67.84,9.63,2.14,SH34,5.0,0,9.57,0,0,9.57
O3038,2026-08-10 11:52:42.150290,2026-08-10 15:52:42.150290,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C2464,33.41551262049544,-86.79253254682244,shop_and_deliver,same_day,1,16,82.4,10.84,3.04,SH11,4.56,0,8.64,1,1,10.64
O3039,2026-08-10 11:00:54.933934,2026-08-10 13:00:54.933934,Los Angeles,Kroger,S60,33.91764362537499,-118.31010606072903,C2662,33.96253665444158,-118.35004866644421,delivery_only,on_demand,0,3,19.71,2.84,0.74,SH62,5.0,0,5.12,0,0,5.12
O3040,2026-08-10 15:54:52.228836,2026-08-10 19:54:52.228836,San Francisco,Kroger,S24,37.720327274669266,-122.4403603603084,C1244,37.65033797414949,-122.45345861246122,shop_and_deliver,same_day,1,10,52.47,5.83,1.62,SH39,4.86,0,8.15,2,0,10.15
O3041,2026-08-10 13:57:25.421087,2026-08-10 17:57:25.421087,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C1380,33.52090474594765,-86.88052636259523,delivery_only,same_day,1,5,55.54,7.54,2.62,SH11,4.56,0,4.94,0,0,4.94
O3042,2026-08-10 09:32:27.487007,2026-08-10 11:32:27.487007,Austin,Lowe's,S101,30.228339403857436,-97.80491779376993,C2037,30.219359668706414,-97.77515363875729,shop_and_deliver,on_demand,1,17,81.32,6.84,5.19,SH97,4.75,0,8.1,0,0,8.1
O3043,2026-08-10 14:56:05.706368,2026-08-10 16:56:05.706368,Los Angeles,Walgreens,S65,34.04329019033381,-118.09867305773155,C1422,34.024775240642015,-118.14035923786699,delivery_only,on_demand,1,3,27.83,3.77,1.69,SH65,5.0,0,5.9,0,0,5.9
O3044,2026-08-10 08:33:35.010252,2026-08-10 12:33:35.010252,Birmingham,Publix,S18,33.59227767237418,-86.853819603312,C39,33.50969373835899,-86.87637418576266,shop_and_deliver,same_day,1,8,40.72,5.17,1.55,SH12,4.97,0,8.25,0,0,8.25
O3045,2026-08-10 12:11:10.802716,2026-08-10 14:11:10.802716,Austin,Lowe's,S109,30.251156171289253,-97.7918586112811,C187,30.2851641473001,-97.84408328086329,shop_and_deliver,on_demand,1,10,77.01,8.77,3.64,SH80,4.52,1,8.67,0,0,8.67
O3046,2026-08-10 12:13:56.161897,2026-08-10 16:13:56.161897,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C885,33.507838264715126,-86.86844492727012,delivery_only,same_day,1,12,85.62,9.6,3.48,SH23,4.48,0,8.83,5,0,13.83
O3047,2026-08-10 08:14:35.334708,2026-08-10 10:14:35.334708,Birmingham,Publix,S9,33.500574974908744,-86.89200018062155,C2559,33.46439740826439,-86.83596321788659,shop_and_deliver,on_demand,1,10,75.25,9.93,3.13,SH6,4.84,0,8.12,5,0,13.12
O3048,2026-08-10 13:27:59.798645,2026-08-10 15:27:59.798645,Austin,Petco,S123,30.36110737342283,-97.700180979164,C486,30.347609120000328,-97.72839216838021,delivery_only,on_demand,1,11,143.37,18.17,7.02,SH93,4.67,1,9.15,1,0,10.15
O3049,2026-08-10 13:09:16.324900,2026-08-10 17:09:16.324900,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C2314,33.548170974540135,-86.81089857453311,shop_and_deliver,same_day,1,12,72.11,8.73,3.16,SH4,4.61,0,7.0,0,0,7.0
O3050,2026-08-10 16:39:47.798431,2026-08-10 18:39:47.798431,Austin,Target,S103,30.246138293361895,-97.67425737185474,C2989,30.197254942284342,-97.64287448103359,shop_and_deliver,on_demand,1,4,23.56,3.44,0.98,SH78,4.46,0,4.73,0,2,6.73
O3051,2026-08-10 13:11:51.554474,2026-08-10 15:11:51.554474,San Francisco,Target,S34,37.722527002034326,-122.44208212139412,C1116,37.76700980928068,-122.4071726372485,delivery_only,on_demand,0,6,68.09,6.31,2.3,SH33,5.0,0,6.18,0,0,6.18
O3052,2026-08-10 09:46:19.151459,2026-08-10 11:46:19.151459,Birmingham,Publix,S3,33.446595484847236,-86.81773519944615,C1959,33.552186192175974,-86.83597496897741,shop_and_deliver,on_demand,1,6,88.36,8.38,3.18,SH18,4.93,0,6.69,5,0,11.690000000000001
O3053,2026-08-10 16:34:51.994781,2026-08-10 20:34:51.994781,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C916,37.757355480638566,-122.4856673761648,shop_and_deliver,same_day,1,15,120.25,15.41,7.35,SH32,4.68,0,9.28,0,1,10.28
O3054,2026-08-10 16:13:09.766885,2026-08-10 18:13:09.766885,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C2896,37.70085622369393,-122.42572311608892,shop_and_deliver,on_demand,1,25,369.82,50.2,19.71,SH31,4.81,0,9.97,1,1,11.97
O3055,2026-08-10 12:05:46.976801,2026-08-10 16:05:46.976801,Los Angeles,Walgreens,S63,34.08000901716382,-118.3694440021002,C424,34.019078923750534,-118.22265355411126,delivery_only,same_day,1,5,46.77,4.0,2.27,SH52,5.0,1,5.47,2,0,7.47
O3056,2026-08-10 17:36:31.980802,2026-08-11 17:36:31.980802,Los Angeles,Target,S89,33.99461823755571,-118.23093793083353,C815,34.09428534435579,-118.16172007407621,delivery_only,next_day,1,3,24.1,2.6,1.32,SH58,4.41,0,6.41,0,2,8.41
O3057,2026-08-10 10:05:44.728557,2026-08-10 12:05:44.728557,Los Angeles,Walgreens,S68,33.91443254246643,-118.21643211704352,C2857,33.908404209402704,-118.20530822129749,delivery_only,on_demand,1,9,80.12,7.75,4.29,SH75,4.91,0,6.39,0,0,6.39
O3058,2026-08-10 17:21:07.016176,2026-08-10 21:21:07.016176,Austin,Target,S103,30.246138293361895,-97.67425737185474,C2436,30.179113193604337,-97.57987992515076,shop_and_deliver,same_day,1,4,45.29,6.59,1.68,SH78,4.46,0,5.05,0,0,5.05
O3059,2026-08-10 16:51:45.606881,2026-08-10 18:51:45.606881,Los Angeles,Meijer,S91,34.079161254268165,-118.1000321425175,C1755,34.20588197192987,-118.17246647916744,shop_and_deliver,on_demand,1,3,29.11,3.53,1.91,SH71,5.0,1,6.33,0,0,6.33
O3060,2026-08-10 17:47:37.041048,2026-08-10 19:47:37.041048,Austin,CVS,S114,30.185996387968174,-97.72744397180077,C904,30.167708032857366,-97.62975068398529,delivery_only,on_demand,1,2,14.45,2.03,0.81,SH90,4.27,0,4.74,0,0,4.74
O3061,2026-08-10 11:32:02.539999,2026-08-10 15:32:02.539999,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C717,34.07157800753321,-118.28507846236556,delivery_only,same_day,1,13,172.55,17.23,5.64,SH62,5.0,0,6.85,0,0,6.85
O3062,2026-08-10 11:33:18.286033,2026-08-10 15:33:18.286033,Los Angeles,Walgreens,S96,34.09584168877215,-118.3405667961779,C938,34.055946606784154,-118.26174343843417,shop_and_deliver,same_day,1,8,91.72,7.96,5.37,SH67,4.84,0,8.21,2,0,10.21
O3063,2026-08-10 10:36:42.734081,2026-08-10 12:36:42.734081,Los Angeles,CVS,S54,34.00348455142109,-118.11082708882626,C1309,33.90535974453066,-118.06697678477957,delivery_only,on_demand,1,15,180.25,21.33,8.14,SH58,4.41,0,7.32,0,0,7.32
O3064,2026-08-10 16:51:44.302573,2026-08-10 18:51:44.302573,San Francisco,Lowe's,S30,37.81275537141458,-122.39457711873828,C2844,37.82409389176141,-122.41761808595318,delivery_only,on_demand,1,4,39.43,3.59,2.3,SH41,4.55,0,7.14,2,0,9.14
O3065,2026-08-10 08:41:11.507398,2026-08-10 10:41:11.507398,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C1304,33.44015060891732,-86.71274489253972,shop_and_deliver,on_demand,1,17,85.45,8.62,3.24,SH17,4.79,1,7.89,0,0,7.89
O3066,2026-08-10 12:39:38.068362,2026-08-10 16:39:38.068362,Austin,Publix,S124,30.32623723895374,-97.78893354974758,C144,30.41502247912031,-97.86624175080821,delivery_only,same_day,0,26,171.48,15.43,6.5,SH86,4.37,0,11.03,3,0,14.03
O3067,2026-08-10 09:34:07.342203,2026-08-10 13:34:07.342203,Austin,Lowe's,S118,30.239238128282253,-97.81768789746963,C2792,30.261406105341575,-97.8639002642375,shop_and_deliver,same_day,1,29,213.65,27.03,7.07,SH99,4.74,0,11.68,0,0,11.68
O3068,2026-08-10 10:56:43.189330,2026-08-10 14:56:43.189330,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C1763,37.80625862065046,-122.44987026423793,shop_and_deliver,same_day,0,16,211.1,30.09,12.81,SH35,4.82,1,7.65,3,0,10.65
O3069,2026-08-10 13:58:09.489537,2026-08-10 17:58:09.489537,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C1210,33.47254568730088,-86.88104726180374,shop_and_deliver,same_day,1,9,56.72,4.94,2.2,SH2,4.53,1,8.31,0,0,8.31
O3070,2026-08-10 08:14:17.193845,2026-08-10 10:14:17.193845,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C1844,30.095334149314155,-97.7709682212987,delivery_only,on_demand,1,9,82.4,11.13,4.58,SH98,4.58,0,7.04,1,0,8.04
O3071,2026-08-10 12:07:13.900001,2026-08-10 14:07:13.900001,San Francisco,Kroger,S27,37.74801990184271,-122.44384717931551,C2481,37.735422271015864,-122.40127077860964,delivery_only,on_demand,1,7,66.72,6.47,4.47,SH41,4.55,0,7.98,0,1,8.98
O3072,2026-08-10 09:25:03.725207,2026-08-11 09:25:03.725207,San Francisco,Petco,S38,37.78225326370834,-122.38688393840545,C1487,37.76734264541995,-122.40570914428406,shop_and_deliver,next_day,1,19,187.81,18.82,11.2,SH34,5.0,0,9.64,0,0,9.64
O3073,2026-08-10 09:10:04.504237,2026-08-10 11:10:04.504237,Austin,Target,S103,30.246138293361895,-97.67425737185474,C167,30.19541612933081,-97.6789798663317,delivery_only,on_demand,0,17,74.69,6.29,4.85,SH93,4.67,1,7.75,2,0,9.75
O3074,2026-08-10 08:36:10.729178,2026-08-10 12:36:10.729178,Austin,CVS,S114,30.185996387968174,-97.72744397180077,C2566,30.150002763023053,-97.74116199401782,shop_and_deliver,same_day,1,14,209.19,19.02,6.62,SH76,4.43,0,8.16,0,0,8.16
O3075,2026-08-10 08:12:44.680090,2026-08-10 12:12:44.680090,San Francisco,Publix,S52,37.71573425566375,-122.41811032369068,C1094,37.73903789338004,-122.4677315144278,delivery_only,same_day,1,16,160.03,15.79,5.63,SH35,4.82,1,9.09,0,0,9.09
O3076,2026-08-10 11:40:00.309230,2026-08-11 11:40:00.309230,San Francisco,Lowe's,S30,37.81275537141458,-122.39457711873828,C838,37.7849948619419,-122.42166475791892,shop_and_deliver,next_day,1,11,47.58,7.12,1.85,SH39,4.86,0,6.79,5,0,11.79
O3077,2026-08-10 17:41:22.367918,2026-08-10 21:41:22.367918,San Francisco,Kroger,S48,37.822007079818796,-122.41467893097011,C1250,37.83776532672016,-122.44804121399947,shop_and_deliver,same_day,1,9,40.79,4.61,2.84,SH26,4.98,0,7.84,0,1,8.84
O3078,2026-08-10 09:45:30.481543,2026-08-11 09:45:30.481543,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C493,33.51635310935896,-86.81036496754834,shop_and_deliver,next_day,1,13,79.77,8.88,2.71,SH20,4.75,1,8.55,0,0,8.55
O3079,2026-08-10 12:30:59.011061,2026-08-10 16:30:59.011061,Los Angeles,Petco,S95,34.051958013965425,-118.22209874023724,C1638,34.08913701254476,-118.31932276622373,delivery_only,same_day,0,14,207.62,28.7,9.32,SH59,4.77,0,8.46,0,0,8.46
